rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,rank_inj,home_rank,roster_rank,runs_per_game,runs_conceded_per_game,runs_margin,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
64,Wake Forest,Wake Forest,7.81941597372667,2.84039946715973,10.6598154408864,-6.72256532764245,10.0646212136271,56,106,69.28206705,139,62,185,59,0.4375,0.4375,0,14,14,17,15,#FFDBAF,#FFF1DF,#FFE5C5,#DFEDDB,#F1DAB0,Wake Forest performs at a similar level against both good and bad teams.,Wake Forest performs at a similar level regardless of the pace of the game.
65,Belmont,Belmont,9.81930779546624,0.747983456670207,10.5672912521364,40.570783976429,-13.8960329650935,43,150,70.33479065,80,64,297,84,1,0.483870967741935,0.516129032258065,31,15,25,6,#FFD29B,#FFFBF6,#FFE5C6,#E45F71,#D3D8BE,Belmont plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Belmont performs at a similar level regardless of the pace of the game.
66,Northwestern,Northwestern,6.46210689668173,3.93934323766216,10.4014501343439,-68.8582772432081,23.7252555954499,66,80,66.1973381,310,65,139,69,0.53125,0.4375,0.09375,17,14,14,18,#FFE2BD,#FFEBD3,#FFE6C6,#03449E,#F4C8A0,Northwestern plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Northwestern plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
67,Dayton,Dayton 🔒,2.1603497404058,8.11505892938733,10.2754086697931,12.0116160800643,-20.9946117496836,126,29,68.611650141,176,66,43,70,0.419354838709677,0.580645161290323,-0.161290322580645,13,18,21,10,#FFF5E9,#FFD7A6,#FFE6C7,#FFCFBD,#C4D1BF,Dayton performs at a similar level against both good and bad teams.,Dayton performs at a similar level regardless of the pace of the game.
68,George Washington,George Washington,7.86900607998321,2.40338490444414,10.2723909844274,21.1631064389645,44.4487316773503,55,111,70.442589,69,67,124,62,0.666666666666667,0.333333333333333,0.333333333333333,20,10,16,14,#FFDBAF,#FFF3E4,#FFE6C7,#FFABA2,#F8AE88,George Washington plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,George Washington plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
69,Marquette,Marquette,2.32072088646009,7.81538031130933,10.1361011977694,18.6127668381532,-22.1055546368273,124,33,70.33589455,79,68,193,67,0.548387096774194,0.483870967741935,0.064516129032258,17,15,12,19,#FFF4E7,#FFD9A9,#FFE6C8,#FFB5AA,#C2D0BF,Marquette plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Marquette plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
70,Hofstra,Hofstra 🔥👠,4.63312201156688,5.45656836440693,10.0896903759738,61.805016014986,-27.2848424408397,87,57,65.9893477,325,69,161,124,0.4375,0.3125,0.125,14,10,22,10,#FFEAD0,#FFE4C3,#FFE6C8,#A81546,#B8CAC0,Hofstra plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Hofstra plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
71,McNeese State,McNeese State,3.56612803026692,6.52191538305248,10.0880434133194,-51.286127183018,9.72736734421526,100,44,67.74461195,234,70,106,65,0.833333333333333,0.3,0.533333333333333,25,9,25,5,#FFEFDA,#FFDFB7,#FFE6C8,#4474B3,#F1DAB0,McNeese State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,McNeese State performs at a similar level regardless of the pace of the game.
72,Stanford,Stanford,6.39768922196353,3.6484374358695,10.046126657833,12.4460332838639,8.21906347628463,67,84,68.0549731,215,71,143,77,0.375,0.46875,-0.09375,12,15,20,12,#FFE2BE,#FFEDD7,#FFE7C8,#FFCDBB,#F0DCB2,Stanford performs at a similar level against both good and bad teams.,Stanford performs at a similar level regardless of the pace of the game.
73,Providence,Providence,9.9680085273942,-0.390146194707289,9.57786233268691,18.5630589405225,-33.5174298410581,40,178,71.6991799,25,72,233,58,0.548387096774194,0.387096774193548,0.161290322580645,17,12,14,17,#FFD299,#FAFCFD,#FFE8CB,#FFB5AA,#ABC4C1,Providence plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Providence plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
74,Florida State,Florida State 💥,6.35670916498859,3.12069496648793,9.47740413147652,-17.5659623090607,-81.1185488199326,69,101,71.35299905,31,73,305,74,0.67741935483871,0.612903225806452,0.064516129032258,21,19,17,14,#FFE2BE,#FFEFDC,#FFE8CB,#ADD2D5,#70A6C7,Florida State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Florida State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
75,Arizona State,Arizona State,4.85651630117686,4.41401955249596,9.27053585367281,46.35812520738,-13.4525311389664,83,72,70.3634244,76,74,65,71,0.5625,0.40625,0.15625,18,13,17,15,#FFE9CD,#FFE9CE,#FFE8CD,#DA4963,#D4D9BE,Arizona State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Arizona State performs at a similar level regardless of the pace of the game.
76,California,California,2.97587994354661,6.21852466666932,9.19440461021593,-25.4609918313137,25.0355850994563,114,45,69.242814,144,75,296,85,0.733333333333333,0.566666666666667,0.166666666666667,22,17,20,10,#FFF1E0,#FFE0BB,#FFE9CD,#8DBDCF,#F4C79E,California plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,California plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
77,Miami (OH),Miami (OH) 👠,6.99146419810485,2.17262685165998,9.16409104976483,40.0216786329589,12.7766062088142,60,119,71.07488225,45,76,232,93,0.678571428571429,0.285714285714286,0.392857142857143,19,8,28,0,#FFDFB8,#FFF4E7,#FFE9CD,#E56172,#F1D6AD,Miami (OH) plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Miami (OH) performs at a similar level regardless of the pace of the game.
78,Ole Miss,Ole Miss,4.64503782085481,4.41622721569555,9.06126503655035,-5.95441453855866,-9.54610831763351,86,71,67.37536485,256,77,348,66,0.290322580645161,0.258064516129032,0.0322580645161291,9,8,12,19,#FFEACF,#FFE9CE,#FFE9CE,#E3EFDC,#DBDDBD,Ole Miss performs at a similar level against both good and bad teams.,Ole Miss performs at a similar level regardless of the pace of the game.
79,Minnesota,Minnesota,4.59595699587507,4.33874318166704,8.93470017754211,6.66265226015477,15.9905174909308,88,73,64.21695735,363,79,57,60,0.645161290322581,0.483870967741935,0.161290322580645,20,15,15,16,#FFEAD0,#FFEACF,#FFE9CE,#FFE4CC,#F2D2A9,Minnesota performs at a similar level against both good and bad teams.,Minnesota performs at a similar level regardless of the pace of the game.
80,High Point,High Point 👠,7.05159658844262,1.86026612385286,8.91186271229548,-39.2653960856586,-6.70423886056647,59,128,70.5280933,68,78,52,83,1,0.225806451612903,0.774193548387097,31,7,27,4,#FFDFB7,#FFF6EA,#FFE9CE,#6996C0,#E1E0BD,High Point plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,High Point performs at a similar level regardless of the pace of the game.
81,LSU,LSU 🥶🤕,6.57876103820386,2.22596031269863,8.8047213509025,-42.4926664543491,1.21852714457956,64,116,67.90627105,227,82,343,63,0.6,0.2,0.4,18,6,15,16,#FFE1BC,#FFF4E6,#FFEACF,#608CBD,#EFE5BA,LSU plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,LSU performs at a similar level regardless of the pace of the game.
82,Syracuse,Syracuse 📉,5.3097740715744,3.34415180223323,8.65392587380763,-68.3155967498551,5.78467703114213,79,93,68.7426756,167,80,149,55,0.53125,0.4375,0.09375,17,14,15,17,#FFE7C9,#FFEEDA,#FFEAD0,#05469E,#F0DFB5,Syracuse plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Syracuse performs at a similar level regardless of the pace of the game.
83,Colorado,Colorado 🤕,6.93719937172461,1.48020281143659,8.41740218316121,-29.7253050598748,17.0424091154428,62,136,69.6526604,118,93,13,86,0.46875,0.4375,0.03125,15,14,17,15,#FFDFB8,#FFF7EE,#FFEAD1,#82B1CB,#F2D1A8,Colorado plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Colorado performs at a similar level regardless of the pace of the game.
84,Utah Valley,Utah Valley 👠,3.38271178943603,5.01032309039443,8.39303487983046,55.2742142705494,-15.4315636992614,106,63,70.0638927,99,81,29,103,0.678571428571429,0.0357142857142857,0.642857142857143,19,1,21,7,#FFEFDC,#FFE6C8,#FFEBD1,#BD2B52,#D0D7BE,Utah Valley plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Utah Valley performs at a similar level regardless of the pace of the game.
85,Stephen F. Austin,Stephen F. Austin 👠,3.99836558508621,4.22394252016361,8.22230810524982,47.2338420062889,-18.3446361889364,93,77,66.855528,285,83,344,117,0.5,0.133333333333333,0.366666666666667,15,4,26,4,#FFEDD6,#FFEAD0,#FFEBD2,#D74661,#CAD4BF,Stephen F. Austin plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Stephen F. Austin performs at a similar level regardless of the pace of the game.
86,Wichita State,Wichita State,2.36465993494431,5.76564735177599,8.1303072867203,1.85841568322818,44.3641521091267,123,53,68.311668165,198,84,72,104,0.733333333333333,0.3,0.433333333333333,22,9,20,10,#FFF4E7,#FFE3C0,#FFEBD3,#FFF7DA,#F8AE88,Wichita State performs at a similar level against both good and bad teams.,Wichita State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
87,Nevada,Nevada,3.41674717765378,4.28588485080975,7.70263202846353,54.6539837016772,-50.8391061461905,102,75,67.26639535,266,86,14,101,0.451612903225806,0.258064516129032,0.193548387096774,14,8,20,11,#FFEFDC,#FFEAD0,#FFECD5,#BF2D53,#88B2C4,Nevada plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Nevada plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
88,Oklahoma State,Oklahoma State 🤕,6.37987504033403,1.20970854459294,7.58958358492697,8.48033890668209,33.0698556320219,68,140,72.87419675,9,87,88,64,0.59375,0.5,0.09375,19,16,19,13,#FFE2BE,#FFF9F1,#FFECD6,#FFDDC7,#F6BC95,Oklahoma State performs at a similar level against both good and bad teams.,Oklahoma State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
89,Mississippi State,Mississippi State,5.17997132100923,2.16026342233467,7.3402347433439,-49.4830722307931,-33.7800045432435,80,120,70.57523325,64,88,306,52,0.354838709677419,0.483870967741935,-0.129032258064516,11,15,13,18,#FFE7CA,#FFF4E7,#FFEDD7,#4B79B5,#ABC4C1,Mississippi State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Mississippi State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
